Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Year_lastUpdated,Current Ver,Android Ver
NEWS_AND_MAGAZINES,4.8,311,14,5000,Free,0,Everyone 10+,2018,yes,yes
FAMILY,4.1,47576,14,1000000,Free,0,Everyone 10+,2017,yes,yes
FAMILY,4.1,211,14,10000,Free,0,Everyone,2016,yes,yes
GAME,3.6,12846,14,1000000,Free,0,Teen,2017,yes,yes
WEATHER,3.5,2000,14,100000,Free,0,Everyone,2018,yes,yes
SPORTS,4.2,43191,14,5000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.5,91397,14,1000000,Free,0,Everyone,2018,yes,yes
SPORTS,4.9,10,14,500,Free,0,Everyone,2018,yes,yes
SPORTS,4.3,1539,14,50000,Free,0,Teen,2018,yes,yes
PHOTOGRAPHY,3.9,28429,14,5000000,Free,0,Teen,2018,yes,yes
PERSONALIZATION,4.2,4,14,100,Free,0,Teen,2016,yes,yes
FAMILY,4.2,70753,14,5000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,3.4,37,14,1000,Free,0,Everyone,2014,yes,yes
NEWS_AND_MAGAZINES,3.8,133,14,10000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,4.5,3320,14,100000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,3.8,4,14,500,Free,0,Everyone,2017,yes,yes
ART_AND_DESIGN,4.2,117,15,10000,Free,0,Everyone,2018,yes,yes
AUTO_AND_VEHICLES,4,2155,15,500000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.6,7831,15,100000,Free,0,Teen,2018,yes,yes
COMICS,3.9,834,15,50000,Free,0,Mature 17+,2018,yes,yes
COMICS,3.2,93965,15,5000000,Free,0,Teen,2018,yes,yes
COMICS,4.2,15194,15,1000000,Free,0,Teen,2018,yes,yes
COMMUNICATION,4.3,30209,15,5000000,Free,0,Everyone,2018,yes,yes
DATING,4.1,285726,15,10000000,Free,0,Mature 17+,2018,yes,yes
DATING,4.4,7888,15,500000,Free,0,Mature 17+,2018,yes,yes
DATING,4.1,4953,15,1000000,Free,0,Teen,2018,yes,yes
DATING,3.7,101,15,10000,Free,0,Mature 17+,2018,yes,yes
DATING,4.1,4954,15,1000000,Free,0,Teen,2018,yes,yes
EDUCATION,4.3,55704,15,1000000,Free,0,Everyone,2018,yes,yes
EDUCATION,4,835,15,100000,Free,0,Everyone,2016,yes,yes
ENTERTAINMENT,4.4,37000,15,1000000,Free,0,Mature 17+,2018,yes,yes
ENTERTAINMENT,3.8,35279,15,1000000,Free,0,Teen,2018,yes,yes
FINANCE,4,34428,15,10000000,Free,0,Everyone,2018,yes,yes
FOOD_AND_DRINK,4.7,3803,15,500000,Free,0,Everyone,2018,yes,yes
FOOD_AND_DRINK,4.5,9066,15,500000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.8,428156,15,10000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.8,12705,15,1000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.2,14709,15,5000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.4,11506,15,100000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.5,121838,15,5000000,Free,0,Everyone,2018,yes,yes
HOUSE_AND_HOME,4.3,3522,15,100000,Free,0,Everyone,2018,yes,yes
HOUSE_AND_HOME,3.8,491,15,100000,Free,0,Everyone,2018,yes,yes
HOUSE_AND_HOME,3.7,2248,15,100000,Free,0,Everyone,2018,yes,yes
LIBRARIES_AND_DEMO,4.4,58,15,10000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.7,2225,15,100000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.6,69177,15,1000000,Free,0,Teen,2017,yes,yes
LIFESTYLE,4.2,220,15,50000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4,3937,15,100000,Free,0,Everyone,2018,yes,yes
GAME,4.4,47644,15,5000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.5,11436,15,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4,328619,15,10000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.2,32029,15,5000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.2,51838,15,5000000,Free,0,Everyone,2017,yes,yes
MEDICAL,4.2,22,15,10000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.5,1686,15,100000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.4,27,15,5000,Free,0,Everyone,2018,yes,yes
MEDICAL,3.6,10,15,1000,Free,0,Everyone,2017,yes,yes
SOCIAL,4.6,60562,15,5000000,Free,0,Mature 17+,2018,yes,yes
SOCIAL,4,479908,15,10000000,Free,0,Mature 17+,2018,yes,yes
SOCIAL,4,479909,15,10000000,Free,0,Mature 17+,2018,yes,yes
SHOPPING,4.5,6210998,15,100000000,Free,0,Everyone,2018,yes,yes
SHOPPING,3.8,44255,15,10000000,Free,0,Everyone,2018,yes,yes
SHOPPING,4.2,142512,15,10000000,Free,0,Everyone,2018,yes,yes
SHOPPING,4.5,6211039,15,100000000,Free,0,Everyone,2018,yes,yes
SHOPPING,4.3,95520,15,10000000,Free,0,Teen,2018,yes,yes
SHOPPING,4.5,6212081,15,100000000,Free,0,Everyone,2018,yes,yes
SPORTS,4.3,56270,15,5000000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.4,48930,15,5000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.5,12759663,15,100000000,Free,0,Everyone,2018,yes,yes
TOOLS,3.1,24151,15,10000000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.7,1141545,15,50000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4,8550,15,1000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.6,102594,15,5000000,Free,0,Everyone,2018,yes,yes
WEATHER,4.4,40606,15,10000000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,4.5,9548,15,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,10247,15,1000000,Free,0,Everyone,2018,yes,yes
SHOPPING,4.5,6200739,15,100000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.2,12726,15,1000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4,50,15,5000,Free,0,Everyone,2018,yes,yes
VIDEO_PLAYERS,3.3,30,15,5000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.2,6454,15,5000000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,2.9,2160,15,100000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.8,18604,15,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.2,358,15,10000,Free,0,Everyone,2014,yes,yes
PHOTOGRAPHY,4.2,165224,15,10000000,Free,0,Everyone,2016,yes,yes
HEALTH_AND_FITNESS,2,136,15,10000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,3.6,64,15,10000,Free,0,Everyone,2017,yes,yes
LIBRARIES_AND_DEMO,4.3,375,15,10000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.5,37,15,5000,Free,0,Teen,2017,yes,yes
LIFESTYLE,4.7,759,15,50000,Free,0,Everyone 10+,2018,yes,yes
GAME,4.2,4537,15,100000,Free,0,Everyone,2017,yes,yes
SOCIAL,3.6,58,15,10000,Free,0,Everyone,2017,yes,yes
GAME,4.4,21,15,5000,Free,0,Everyone,2018,yes,yes
GAME,5,7,15,100,Free,0,Everyone,2017,yes,yes
FAMILY,4.5,227,15,50000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.3,20,15,1000,Free,0,Everyone,2016,yes,yes
PRODUCTIVITY,4.2,41,15,1000,Free,0,Everyone,2018,yes,yes
FAMILY,3.5,3347,15,100000,Free,0,Everyone,2018,yes,yes
TOOLS,4.5,1439,15,10000,Free,0,Everyone,2018,yes,yes
SPORTS,3,26,15,1000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,4,675,15,100000,Free,0,Everyone,2017,yes,yes
DATING,4.1,285838,15,10000000,Free,0,Mature 17+,2018,yes,yes
COMICS,3,28447,15,1000000,Free,0,Teen,2018,yes,yes
MAPS_AND_NAVIGATION,3.1,742,15,100000,Free,0,Everyone,2018,yes,yes
MAPS_AND_NAVIGATION,4.2,57,15,10000,Free,0,Everyone,2017,yes,yes
FAMILY,4.7,12784,15,1000000,Free,0,Everyone,2018,yes,yes
BUSINESS,4.3,6,15,1000,Free,0,Everyone,2017,yes,yes
GAME,4.6,26138,15,1000000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,3.9,45,15,5000,Free,0,Everyone,2018,yes,yes
SHOPPING,4.4,9950,15,500000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.2,5,15,100,Free,0,Everyone,2017,yes,yes
BUSINESS,5,7,15,1000,Free,0,Everyone,2017,yes,yes
COMMUNICATION,4.5,192,15,10000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,222,15,10000,Free,0,Everyone,2018,yes,yes
FINANCE,3.8,480,15,50000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.3,2303,15,100000,Free,0,Everyone,2018,yes,yes
FAMILY,4.8,17,15,100,Free,0,Everyone,2018,yes,yes
SOCIAL,4.2,226,15,10000,Free,0,Everyone 10+,2018,yes,yes
FAMILY,3.3,2802,15,100000,Free,0,Teen,2018,yes,yes
TOOLS,4.7,3408,15,50000,Free,0,Everyone,2018,yes,yes
MAPS_AND_NAVIGATION,4.3,11100,15,500000,Free,0,Everyone,2018,yes,yes
SOCIAL,4,479939,15,10000000,Free,0,Mature 17+,2018,yes,yes
NEWS_AND_MAGAZINES,3.7,794,15,100000,Free,0,Everyone,2018,yes,yes
FAMILY,3.3,707,15,100000,Free,0,Everyone,2014,yes,yes
PHOTOGRAPHY,4.3,18,15,5000,Free,0,Teen,2018,yes,yes
PHOTOGRAPHY,4.2,67,15,10000,Free,0,Everyone,2017,yes,yes
TOOLS,3.8,253,15,50000,Free,0,Everyone,2018,yes,yes
TOOLS,4.5,12759815,15,100000000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,5,5,15,100,Free,0,Everyone,2016,yes,yes
BUSINESS,5,6,15,100,Free,0,Everyone,2018,yes,yes
TOOLS,4.4,417,15,10000,Free,0,Everyone,2018,yes,yes
FAMILY,4.4,567632,15,10000000,Free,0,Everyone 10+,2018,yes,yes
BOOKS_AND_REFERENCE,3.5,11,15,1000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.6,12,15,1000,Free,0,Everyone,2017,yes,yes
FAMILY,3.6,2210,15,100000,Free,0,Everyone,2018,yes,yes
FAMILY,3.6,17,15,1000,Free,0,Teen,2015,yes,yes
HEALTH_AND_FITNESS,5,4,15,50,Free,0,Everyone,2018,yes,yes
FAMILY,3.7,40678,15,1000000,Free,0,Everyone,2017,yes,yes
LIFESTYLE,4.7,56197,15,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.4,1218,15,500000,Free,0,Everyone 10+,2018,yes,yes
GAME,4.5,1375988,15,50000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.8,337532,15,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,5,5,15,50,Free,0,Everyone,2017,yes,yes
FAMILY,4.2,32200,15,5000000,Free,0,Everyone,2017,yes,yes
HEALTH_AND_FITNESS,4.8,432160,15,10000000,Free,0,Everyone,2018,yes,yes
BUSINESS,4.6,20,15,1000,Free,0,Everyone,2017,yes,yes
SOCIAL,3.9,19,15,5000,Free,0,Teen,2018,yes,yes
FINANCE,4.1,125,15,50000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,5,141,15,1000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.2,13,15,1000,Free,0,Teen,2016,yes,yes
PERSONALIZATION,3.7,3,15,100,Free,0,Teen,2016,yes,yes
SPORTS,4.9,1211,15,10000,Free,0,Everyone,2018,yes,yes
TOOLS,4.8,1456,15,50000,Free,0,Everyone,2016,yes,yes
SPORTS,4,1338,15,100000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.8,4,15,500,Free,0,Everyone,2017,yes,yes
FINANCE,3.9,28,15,5000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.3,3,15,100,Free,0,Everyone,2018,yes,yes
AUTO_AND_VEHICLES,3.6,1379,16,500000,Free,0,Everyone,2018,yes,yes
AUTO_AND_VEHICLES,4.2,271920,16,10000000,Free,0,Teen,2018,yes,yes
BUSINESS,3.9,45964,16,1000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.3,4187998,16,100000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.3,4188142,16,100000000,Free,0,Everyone,2018,yes,yes
DATING,3.3,149,16,10000,Free,0,Mature 17+,2018,yes,yes
DATING,3.5,35,16,1000,Free,0,Mature 17+,2018,yes,yes
DATING,3,2,16,100,Free,0,Mature 17+,2018,yes,yes
EDUCATION,4.2,3241,16,100000,Free,0,Everyone,2018,yes,yes
ENTERTAINMENT,4.5,653008,16,10000000,Free,0,Everyone,2018,yes,yes
ENTERTAINMENT,4.1,1033,16,100000,Free,0,Teen,2018,yes,yes
FINANCE,4.6,161440,16,1000000,Free,0,Everyone,2018,yes,yes
FOOD_AND_DRINK,4.5,454,16,100000,Free,0,Everyone,2018,yes,yes
FOOD_AND_DRINK,4,292969,16,10000000,Free,0,Everyone,2018,yes,yes
HOUSE_AND_HOME,4.3,22584,16,1000000,Free,0,Everyone,2018,yes,yes
HOUSE_AND_HOME,4.1,81,16,50000,Free,0,Everyone,2018,yes,yes
LIBRARIES_AND_DEMO,4.3,434,16,100000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.3,985,16,500000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.4,95557,16,10000000,Free,0,Everyone,2018,yes,yes
GAME,3.1,25825,16,5000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.4,17753,16,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,33785,16,5000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.1,175625,16,10000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.2,41273,16,5000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.1,154,16,10000,Free,0,Everyone,2017,yes,yes
FAMILY,4.3,63186,16,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.1,2903,16,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.4,276,16,50000,Free,0,Everyone,2017,yes,yes
MEDICAL,4,3803,16,100000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.2,1746,16,50000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.5,72167,16,1000000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.5,2951,16,50000,Free,0,Everyone,2018,yes,yes
MEDICAL,3,2,16,500,Free,0,Everyone,2018,yes,yes
SOCIAL,4.1,161610,16,5000000,Free,0,Teen,2018,yes,yes
SHOPPING,4.4,279428,16,10000000,Free,0,Everyone,2018,yes,yes
SHOPPING,4.5,35497,16,1000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.3,251951,16,10000000,Free,0,Mature 17+,2018,yes,yes
PHOTOGRAPHY,4.2,44941,16,1000000,Free,0,Everyone,2016,yes,yes
SPORTS,3.9,4272,16,500000,Free,0,Everyone,2018,yes,yes
TOOLS,3.1,45838,16,50000000,Free,0,Everyone,2018,yes,yes
TOOLS,3.5,163997,16,10000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.2,118439,16,10000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.6,5383985,16,100000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.6,5383971,16,100000000,Free,0,Everyone,2018,yes,yes
PARENTING,4.6,37,16,10000,Free,0,Everyone,2018,yes,yes
PARENTING,4.4,1528,16,100000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,4.3,42624,16,1000000,Free,0,Everyone 10+,2018,yes,yes
COMMUNICATION,4.1,14766,16,500000,Free,0,Teen,2017,yes,yes
MEDICAL,4.5,2948,16,50000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.5,8096,16,1000000,Free,0,Mature 17+,2018,yes,yes
PRODUCTIVITY,4.6,5378795,16,100000000,Free,0,Everyone,2018,yes,yes
AUTO_AND_VEHICLES,4.5,189,16,10000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.4,147,16,10000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4,889,16,100000,Free,0,Everyone,2018,yes,yes
VIDEO_PLAYERS,2.5,24,16,5000,Free,0,Everyone,2017,yes,yes
TOOLS,4.2,54063,16,5000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.3,4188345,16,100000000,Free,0,Everyone,2018,yes,yes
GAME,3.9,24697,16,500000,Free,0,Teen,2015,yes,yes
PRODUCTIVITY,2.3,3,16,1000,Free,0,Everyone,2018,yes,yes
MAPS_AND_NAVIGATION,4.2,55313,16,1000000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.8,445756,16,10000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.5,870928,16,50000000,Free,0,Everyone,2018,yes,yes
FAMILY,3.9,11,16,1000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.6,53,16,5000,Free,0,Everyone,2015,yes,yes
SHOPPING,4.5,35479,16,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.2,152,16,10000,Free,0,Teen,2018,yes,yes
BUSINESS,3.4,25,16,10000,Free,0,Everyone,2018,yes,yes
MEDICAL,4,255,16,10000,Free,0,Everyone,2018,yes,yes
TOOLS,4.3,27749,16,1000000,Free,0,Everyone,2018,yes,yes
BUSINESS,4.5,80,16,10000,Free,0,Everyone,2016,yes,yes
GAME,3.6,51366,16,5000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.2,17786,16,1000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.4,15911,16,1000000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.5,68226,16,1000000,Free,0,Everyone,2018,yes,yes
FINANCE,4.7,2374,16,10000,Free,0,Everyone,2018,yes,yes
BUSINESS,4.6,2555,16,100000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,5,3,16,500,Free,0,Everyone,2018,yes,yes
FAMILY,4.1,29387,16,1000000,Free,0,Everyone,2015,yes,yes
TOOLS,4.2,2013,16,100000,Free,0,Everyone,2017,yes,yes
TOOLS,4.2,2925,16,100000,Free,0,Everyone,2017,yes,yes
FAMILY,3.9,30,16,1000,Free,0,Everyone,2014,yes,yes
TOOLS,3.6,7,16,1000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.1,14432,16,1000000,Free,0,Everyone,2018,yes,yes
BUSINESS,4,3,16,1000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,3.8,28140,16,1000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.2,155,16,10000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.8,6,16,500,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,3.3,97,16,10000,Free,0,Everyone,2016,yes,yes
SOCIAL,3.7,23,16,5000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.7,1730,16,100000,Free,0,Everyone,2018,yes,yes
BUSINESS,2.4,29,16,500,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.7,6547,16,100000,Free,0,Everyone,2017,yes,yes
FAMILY,3.6,209,16,50000,Free,0,Everyone,2016,yes,yes
FAMILY,4.8,36968,16,1000000,Free,0,Everyone,2017,yes,yes
FINANCE,4.5,80904,16,5000000,Free,0,Everyone,2018,yes,yes
GAME,4.1,13,16,500,Free,0,Everyone,2016,yes,yes
FAMILY,3.3,24091,16,5000000,Free,0,Teen,2016,yes,yes
SHOPPING,4.1,41074,16,5000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.1,83427,16,1000000,Free,0,Everyone,2015,yes,yes
LIFESTYLE,4.2,53,16,5000,Free,0,Everyone,2018,yes,yes
GAME,5,14,16,100,Free,0,Everyone,2017,yes,yes
TOOLS,4.1,222,16,50000,Free,0,Everyone,2018,yes,yes
EVENTS,4.8,8,16,500,Free,0,Everyone,2018,yes,yes
GAME,4.2,21661,16,1000000,Free,0,Everyone,2018,yes,yes
ART_AND_DESIGN,4.5,27,17,10000,Free,0,Everyone,2017,yes,yes
AUTO_AND_VEHICLES,4.9,7774,17,100000,Free,0,Everyone,2018,yes,yes
AUTO_AND_VEHICLES,4.8,7021,17,500000,Free,0,Everyone,2018,yes,yes
AUTO_AND_VEHICLES,4.6,31433,17,1000000,Free,0,Everyone,2018,yes,yes
BEAUTY,4.7,18900,17,500000,Free,0,Everyone,2018,yes,yes
BEAUTY,4.5,134,17,10000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.3,17506,17,1000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.3,125257,17,10000000,Free,0,Teen,2018,yes,yes
COMMUNICATION,4.4,2939,17,100000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.1,28238,17,1000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.2,15287,17,1000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.5,205739,17,5000000,Free,0,Everyone,2018,yes,yes
EDUCATION,4.2,8599,17,1000000,Free,0,Everyone,2018,yes,yes
EDUCATION,4.3,22384,17,1000000,Free,0,Everyone,2018,yes,yes
ENTERTAINMENT,4.5,23063,17,1000000,Free,0,Everyone,2018,yes,yes
ENTERTAINMENT,4.1,27424,17,1000000,Free,0,Teen,2018,yes,yes
ENTERTAINMENT,4.1,58028,17,5000000,Free,0,Teen,2018,yes,yes
FINANCE,3.8,861,17,100000,Free,0,Everyone,2018,yes,yes
FOOD_AND_DRINK,4.3,28008,17,5000000,Free,0,Everyone,2018,yes,yes
FOOD_AND_DRINK,4.2,8509,17,1000000,Free,0,Everyone,2018,yes,yes
FOOD_AND_DRINK,4.6,4925,17,1000000,Free,0,Everyone,2018,yes,yes
FOOD_AND_DRINK,4,1077,17,100000,Free,0,Everyone,2017,yes,yes
FOOD_AND_DRINK,4.3,28009,17,5000000,Free,0,Everyone,2018,yes,yes
FOOD_AND_DRINK,4.3,37517,17,5000000,Free,0,Everyone,2018,yes,yes
GAME,4.4,74673,17,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.4,74695,17,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,23772,17,5000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.5,566,17,50000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,63160,17,1000000,Free,0,Everyone,2016,yes,yes
FAMILY,4.2,28737,17,1000000,Free,0,Everyone,2016,yes,yes
MEDICAL,4,488,17,100000,Free,0,Everyone,2018,yes,yes
MEDICAL,3.6,54,17,5000,Free,0,Mature 17+,2018,yes,yes
MEDICAL,4.5,330,17,50000,Free,0,Everyone,2018,yes,yes
SOCIAL,4.6,79658,17,5000000,Free,0,Mature 17+,2018,yes,yes
SHOPPING,4.3,46153,17,10000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.7,259450,17,10000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,3.3,3492,17,5000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.3,56114,17,10000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.3,42079,17,1000000,Free,0,Everyone,2015,yes,yes
PHOTOGRAPHY,4.3,307453,17,10000000,Free,0,Everyone,2017,yes,yes
SPORTS,4.6,152867,17,10000000,Free,0,Everyone,2018,yes,yes
SPORTS,4.8,1664,17,100000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,3.3,256,17,100000,Free,0,Everyone,2018,yes,yes
TOOLS,4.6,7790693,17,500000000,Free,0,Everyone,2018,yes,yes
TOOLS,3.9,14552,17,10000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.1,33926,17,1000000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.6,6702776,17,100000000,Free,0,Teen,2018,yes,yes
PARENTING,4.5,1025,17,100000,Free,0,Everyone,2018,yes,yes
WEATHER,4.8,892,17,10000,Free,0,Everyone,2018,yes,yes
VIDEO_PLAYERS,4.2,193381,17,50000000,Free,0,Teen,2018,yes,yes
NEWS_AND_MAGAZINES,4.3,355921,17,10000000,Free,0,Teen,2018,yes,yes
FAMILY,4.8,3053,17,50000,Free,0,Everyone,2018,yes,yes
FOOD_AND_DRINK,4.3,27931,17,5000000,Free,0,Everyone,2018,yes,yes
GAME,3.4,29265,17,1000000,Free,0,Everyone,2017,yes,yes
GAME,4.2,30630,17,1000000,Free,0,Everyone,2015,yes,yes
PRODUCTIVITY,4,2194,17,500000,Free,0,Everyone,2018,yes,yes
TOOLS,4.6,7775146,17,500000000,Free,0,Everyone,2018,yes,yes
MAPS_AND_NAVIGATION,4.4,509,17,100000,Free,0,Everyone,2018,yes,yes
VIDEO_PLAYERS,4.2,192677,17,50000000,Free,0,Teen,2018,yes,yes
BOOKS_AND_REFERENCE,4.6,586,17,100000,Free,0,Everyone,2017,yes,yes
FAMILY,4.4,38517,17,1000000,Free,0,Teen,2018,yes,yes
PHOTOGRAPHY,4,5967,17,1000000,Free,0,Everyone,2017,yes,yes
GAME,4.3,18277,17,1000000,Free,0,Teen,2016,yes,yes
GAME,4,1417,17,100000,Free,0,Teen,2015,yes,yes
GAME,4.1,94761,17,10000000,Free,0,Teen,2017,yes,yes
SPORTS,4.6,152653,17,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.2,62636,17,1000000,Free,0,Teen,2018,yes,yes
FINANCE,3.5,30,17,1000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,4.6,9,17,500,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,11,17,1000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,23,17,10000,Free,0,Everyone,2016,yes,yes
PARENTING,4.2,20,17,10000,Free,0,Everyone,2017,yes,yes
FAMILY,4.6,66,17,10000,Free,0,Everyone,2018,yes,yes
FAMILY,3.8,11,17,1000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.4,7,17,500,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,3.8,11,17,1000,Free,0,Everyone,2018,yes,yes
FINANCE,4,5055,17,100000,Free,0,Everyone,2018,yes,yes
SHOPPING,4.2,4099,17,100000,Free,0,Everyone,2018,yes,yes
FAMILY,3.9,13,17,100,Free,0,Everyone,2015,yes,yes
SOCIAL,4.7,549,17,10000,Free,0,Teen,2016,yes,yes
FAMILY,3.8,125,17,10000,Free,0,Everyone,2017,yes,yes
BUSINESS,3,597,17,100000,Free,0,Everyone,2018,yes,yes
GAME,4.4,125578,17,5000000,Free,0,Everyone,2015,yes,yes
TOOLS,3.5,4,17,500,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,3,2719,17,100000,Free,0,Teen,2018,yes,yes
TOOLS,5,47,17,1000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.6,6700847,17,100000000,Free,0,Teen,2018,yes,yes
TOOLS,4.5,8190074,17,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.4,248417,17,5000000,Free,0,Teen,2015,yes,yes
TOOLS,4.2,7063,17,1000000,Free,0,Everyone,2017,yes,yes
TOOLS,4.4,117850,17,10000000,Free,0,Everyone,2018,yes,yes
